Order ID,Order Date,Customer ID,Customer Name,Region,Segment,Category,Sub-Category,Product Name,Quantity,Sales,Discount,Profit,Repeat Customer,Last Purchase Date
675a8625-9a95-4fcd-91aa-64138a446558,2024-08-19,7b82b226-3761-484d-8a2c-97f96f5b201b,Brittany Duncan,West,Consumer,Furniture,Chairs,Show The,8,1157.35,0.11,267.08,No,2024-03-27
6bf6725d-f7ed-4af1-b44b-d75226ecd49b,2023-06-05,50101235-43f6-429c-ab2c-cd4cca336bb9,Richard Barrett,East,Consumer,Technology,Copiers,Note Job,6,766.08,0.14,48.05,Yes,2023-05-16
d7dfc280-796b-4a73-ba75-c940e8c93123,2023-08-20,9ae1a551-5a16-4043-a748-e0b8f3485fc7,Rebecca Allen,South,Consumer,Technology,Phones,Consider Choose,10,1299.95,0.03,366.88,Yes,2023-05-22
cb0bbf79-79b8-4caf-b565-52ae84d1c1e1,2024-06-26,52fa0c90-14f5-4703-ae83-4a7db5c81e7f,Carmen House,East,Home Office,Technology,Machines,Task Culture,9,1496.71,0.14,349.27,Yes,2022-10-01
989e5950-474c-441d-82a6-a6110e82f1e2,2022-08-09,b278b429-244c-4a28-aeb7-be3186d738f9,Maria Nixon,South,Consumer,Technology,Machines,Movement Too,9,316.88,0.22,73.54,Yes,2023-02-26
f497be8c-d8d7-433a-b53a-cb99a3e73d14,2025-03-29,ecdaa54b-3345-41ef-b95a-13f2f826a713,Rebecca Cantrell,West,Home Office,Furniture,Furnishings,Garden Under,3,98.55,0.18,22.89,No,2023-01-12
66fe67f7-5baa-4d76-b213-59d510fd2742,2022-08-13,c1d8193b-bf29-4576-afd5-f43f42fbf1a3,Audrey Bishop,West,Corporate,Office Supplies,Binders,Spend Southern,6,605.77,0.18,43.81,Yes,2023-06-08
40a1c92f-f5e7-47b6-8045-f83f7d02b888,2022-10-23,53f2ca05-9087-4baf-be91-302a8ec0ef84,Tracy Porter,North,Home Office,Technology,Machines,Sit Investment,10,1550.02,0.05,77.08,Yes,2024-12-08
68507796-cca5-4bb1-9ced-db6fc2d1a588,2024-04-17,b20e4359-ca2f-49f8-a4b4-a125cb61b3cb,Daryl Adams,North,Consumer,Furniture,Chairs,Majority Because,5,930.28,0.11,52.08,No,2023-09-23
2fa88c08-de66-4d1d-8154-fccc56e6748c,2024-08-03,78116d8c-f967-434f-ba1b-f8e85a461ad3,Carrie Hernandez,South,Home Office,Office Supplies,Binders,Traditional Economic,10,854.38,0.06,117.59,Yes,2024-09-02
8fde3388-fa0d-4d96-8df1-716f5dbc09a7,2025-04-20,886d9f57-7d4d-4586-8ac7-6a9670914e5a,Andrew Miller,South,Corporate,Office Supplies,Storage,During People,5,1196.36,0.2,146.13,Yes,2025-01-17
cdbc9b97-17ab-4f8f-8c39-a28b975f1a17,2023-01-11,9611cc72-3f7f-47d0-a756-e96f77502974,Sherry Adams,East,Corporate,Technology,Phones,Term Enjoy,6,1571.6,0.15,358.49,Yes,2025-02-22
06ef78c7-d73a-468a-ac59-a693f1e8f3ed,2024-10-29,80b2bf68-a220-43c8-9378-d63c36e72c4a,Cynthia Jones,South,Home Office,Furniture,Tables,Report Themselves,10,69.01,0.2,6.41,Yes,2022-08-26
5c5535f7-48b0-4ec4-a285-8e9661b5ae23,2023-07-17,42318356-674e-4231-b36d-de7d581090e7,Jennifer Ellis,South,Corporate,Furniture,Chairs,Why Production,5,1606.06,0.04,359.69,No,2024-05-19
ffe31410-b6e1-4bc4-a24f-4e6ae362cecd,2024-12-28,7a3c7272-80c1-454a-ae83-423118de9157,Scott Espinoza,North,Consumer,Technology,Copiers,Prepare Network,2,1981.72,0.1,183.77,Yes,2024-10-31
b5df553b-7299-41d1-9d01-1f41d87f122c,2025-03-21,4c0ff709-0e42-4ecb-878b-a8ab16edd6c8,Darrell Mccarthy,South,Corporate,Office Supplies,Labels,Memory Law,6,850.68,0.27,125.16,No,2025-02-08
c0ccc0d6-969c-4bb1-ae4e-d2184cfb632d,2023-02-20,a7e5d27d-4b61-4b53-84c1-5e1bb8b2c2ea,Matthew Lewis,West,Home Office,Office Supplies,Paper,Director Remember,7,185.46,0.09,49.58,No,2023-09-11
d4456263-9685-4978-b100-38c09dd1701f,2024-12-17,facded93-d85e-4a2d-94ca-8f8a5dbf4871,Patrick Snyder,West,Corporate,Technology,Accessories,Purpose Agree,4,742.48,0.14,42.71,Yes,2025-05-08
7b0818f8-1d3d-4bee-9a43-90d564797c26,2025-01-21,e8fa8d84-cbf2-4836-b267-925245ed02c2,Jordan Moore,West,Home Office,Furniture,Bookcases,Item Me,5,223.22,0.09,25.39,Yes,2025-02-25
63a5eddb-077b-46f2-9f0c-0beb960e0c76,2023-07-23,2f024f84-8b4d-477a-b54f-b1c87db8eb43,Kristopher Cannon,South,Consumer,Office Supplies,Labels,Call Send,1,1269.46,0.17,216.34,No,2023-04-13
7cb9cee7-d129-4764-a75c-f9b706424f12,2024-02-21,2bbb9c41-ac7c-4e8c-8f13-ece43d27b9a8,Monique Cunningham,West,Home Office,Furniture,Bookcases,Trade Eat,1,1079.16,0.2,152.95,Yes,2023-12-11
b6a6ba77-03a0-46b2-bf79-0770ff568be0,2023-05-23,4fe6a30c-465b-4eab-b681-55789d7981d7,Lisa Morgan,West,Consumer,Technology,Copiers,Gas Rise,2,1038.02,0.17,76.41,No,2023-03-06
6b904e88-877e-4535-9f5f-29732c89f916,2025-07-02,ba886fed-b986-43e1-a87c-3e6e0d5ef290,Calvin Collins,East,Home Office,Technology,Phones,Term Rise,10,1481.73,0.03,72.38,Yes,2024-04-26
15f28f23-d656-4743-a5c9-6f325a142f86,2023-06-22,efce7820-1dc2-42ce-9bc8-624608892f75,Amy Ruiz,West,Home Office,Technology,Phones,Book Apply,4,1835.1,0.24,168.43,No,2023-04-10
fa1db6ed-be3a-49f1-9ab4-218e8eae9ae7,2022-11-21,2fda3d1e-69b1-48aa-9eba-66c340aa8154,Nicole Brown,South,Corporate,Office Supplies,Binders,Season Recognize,6,548.26,0.23,123.9,No,2025-02-13
bdf210c7-2a53-4d08-b556-d2fab87b989a,2024-05-22,dd6a535b-4574-435a-b925-a90ef8655499,Brenda Turner,North,Home Office,Furniture,Bookcases,Street Through,3,610.48,0.08,46.28,No,2024-01-15
15be6cd4-05e9-426b-9f60-df2bcc414939,2023-12-19,8fc998d8-8d31-4e86-a81a-db7a57952fac,Danielle Lam,East,Consumer,Technology,Copiers,Bring Sister,1,47.55,0.25,6.4,No,2025-01-06
d7f412ee-d95a-4273-b361-553546436d19,2025-04-14,6dc3071b-96f0-443d-bcd1-8666bd0e2032,Aaron Abbott,East,Home Office,Office Supplies,Paper,Sign Receive,10,1213.08,0.25,178.68,Yes,2025-02-25
23259ddd-3d18-4c4d-b111-680bafd9c395,2024-10-31,4ed31cdb-6874-4df5-9845-9508af39e049,Eric Medina,North,Consumer,Furniture,Chairs,Almost Simple,6,1854.55,0.02,214.11,No,2023-09-24
18b09841-d161-4f44-8322-75f0c98f8108,2024-11-26,06ce24a4-ddfe-480f-af50-54100c0e6e0f,Michelle Bridges,North,Corporate,Office Supplies,Labels,Laugh Action,6,943.58,0.19,133.38,No,2023-12-30
7f83fa25-a4fc-4860-a599-eabff0fc17d5,2023-10-22,4b587b01-da27-463a-8d8f-1ff1c29c79ab,Kimberly Roberts,East,Consumer,Technology,Copiers,Provide American,10,1068.32,0.19,222.11,No,2025-04-30
829b7928-a975-4b21-8eae-45b3b4909b47,2023-11-26,1030f8f7-e594-4674-bdaf-76aade27b40b,Sarah Jackson,North,Corporate,Technology,Phones,Stay Money,7,912.79,0.02,230.11,No,2023-12-21
29ae389a-7726-470b-bd64-f3108a96921b,2024-06-28,95ed1be3-f630-4765-a0c1-6342e455006d,Albert Evans,West,Corporate,Furniture,Furnishings,Improve Matter,2,916.03,0.28,169.01,Yes,2023-11-22
14029fed-0aa3-47e8-bfcf-219635673565,2024-02-05,f0e63590-adf4-4a01-9787-55bee150cc23,Angela Lawrence,West,Corporate,Furniture,Bookcases,Citizen Off,5,99.89,0.07,11.48,Yes,2025-04-25
eb254238-a4aa-483a-abbc-867f97ebd4ff,2024-10-19,22fd0399-15f5-430a-ad7f-7fb68fd0f074,Dr. Sarah Smith,East,Home Office,Furniture,Furnishings,Draw Clear,1,151.32,0.06,40.5,Yes,2023-09-14
001589f4-7169-4a75-a945-6ba1ffb5e3ed,2025-06-21,190b2bab-521b-4163-a2e0-b04ef31efb39,Connor Tanner,West,Consumer,Technology,Accessories,Across Could,7,915.04,0.13,113.15,Yes,2023-04-22
7c4c27ae-41df-414f-8572-b5c80134415e,2024-07-23,830708da-f231-471d-a217-84c36bce1077,Kimberly Hernandez,West,Corporate,Technology,Phones,Tonight Either,1,1308.01,0.17,256.97,No,2023-04-06
d8e56218-e8f3-4df7-b943-9c2a5b38cea0,2024-09-22,71c2567a-184b-49a5-b19b-3b963cfeb6c5,James Zuniga,South,Corporate,Technology,Accessories,Long Hard,6,1774.38,0.23,345.9,No,2023-09-08
51713cb7-ac53-4d7a-bcf0-49d0d8bb9e09,2023-05-01,16c177d3-c579-42d4-a3da-eb28b210794f,Bryce Wheeler,West,Corporate,Office Supplies,Paper,Bill Forget,1,1234.99,0.08,184.3,Yes,2023-10-01
a4b5e88f-d091-4160-9328-a4a193a5153b,2024-08-28,baed089a-92fc-4b6e-aa7f-e7897295e2ef,Dylan Alexander,South,Home Office,Office Supplies,Labels,Address Sell,8,1834.66,0.03,390.72,No,2023-10-25
2980fb32-a1bf-4eef-b3e8-ea435c12b6f7,2024-12-26,14bca325-cd13-4b9a-a98a-8baa711ec6c2,Sean Figueroa,North,Consumer,Technology,Copiers,Report Their,5,983.95,0.23,63.84,No,2023-02-05
9ca03bd5-3945-45ab-a6ff-a11db1cb58e4,2022-12-30,ebf73ba2-b186-458b-8a3a-b1a1942e035c,William James,East,Home Office,Office Supplies,Labels,Position Assume,9,707.31,0.29,112.04,No,2023-05-22
e8724b95-31ab-4d7c-8dd9-98b18d9d024b,2024-11-22,c11c1121-1c18-4d97-8bf9-26a3787862d2,Brenda Adams,North,Home Office,Technology,Accessories,Rich Common,3,588.8,0.29,91.95,No,2023-07-10
3fff6da5-9a24-46f2-acfd-b346e38b01c1,2023-12-10,c1a301e2-f1b9-4f03-8484-aecfefadc7f6,Maria Stokes,South,Corporate,Technology,Accessories,From Relationship,4,441.02,0.06,66.48,Yes,2024-07-21
41418ebb-5dc0-4586-a544-7b6a6f578151,2023-06-19,90f04535-f611-4287-9b07-1d9fe3d3ff5f,Brian Vega,North,Consumer,Furniture,Chairs,Wide Seem,6,1768.57,0.17,289.37,Yes,2025-06-29
dd8bce86-a2cc-4b1c-8039-0f77768fa4cf,2024-08-24,3058133a-9ebb-4e7d-9cfc-94901849c058,John Williams,South,Corporate,Technology,Phones,Model Alone,5,1056.04,0.24,135.84,Yes,2024-09-28
08385f79-ccf7-4034-b217-ef1876b8e7aa,2023-05-12,be6491f2-0561-4c9b-b540-8a300625d20e,Kristen Jenkins,North,Home Office,Furniture,Bookcases,Body Effort,8,223.28,0.03,64.23,Yes,2022-10-23
abe5642d-9238-4f43-830e-87503fa959ab,2024-02-27,403ddffb-1f10-4cc1-957f-2b18e7fc786c,Lisa Perkins,East,Home Office,Technology,Machines,Fight Keep,5,1707.56,0.27,133.67,Yes,2024-08-30
4f6ceb2c-9411-4be7-8fb7-92bcf14cd3f9,2025-04-19,aba596b9-5f08-4397-bba8-c9ee6bc87727,Lynn Bishop,West,Consumer,Technology,Phones,Put Respond,4,1792.31,0.03,315.99,No,2024-08-03
0afb924d-a3c8-43a0-9a7e-2e9a0b03af58,2025-06-23,1efadc18-e9b1-4dfb-bab4-f75acf592e0c,Anthony Taylor,North,Home Office,Office Supplies,Binders,Sing End,3,1532.6,0.05,95.73,No,2022-12-10
b1021e42-ec0f-43e5-90e0-19bcc611ae2d,2024-10-17,0f5751a0-a14b-468c-adcd-a0c6004a3096,Amanda Lee DVM,South,Consumer,Furniture,Chairs,Nature Parent,4,1908.23,0.06,252.29,Yes,2023-01-29
ccd387f0-ce81-458d-a93c-ff4b6da1eec8,2023-08-19,3dd95d8e-d8cf-4818-b2b7-473da3fa82da,Brian Byrd,West,Home Office,Office Supplies,Paper,Around Standard,10,91.49,0.04,6.92,No,2024-12-02
642fa420-4b88-4ce7-b981-4192ddaed5a7,2023-09-17,e08f4090-f28c-418a-9034-8efa69ebf26e,Stephanie Roberts,East,Corporate,Office Supplies,Binders,Area Shoulder,4,1973.97,0.11,425.11,Yes,2022-10-04
653e6805-09bb-4586-a112-36f647167846,2025-06-13,67a6a51f-a518-4848-ad11-bcd5a05c285b,Jesse Jackson,East,Corporate,Technology,Copiers,Early Structure,3,885.79,0.05,79.02,No,2023-07-22
ca158a5b-44a6-4b50-ac57-231de3b0760b,2023-03-28,82d4d4a6-7aa1-485f-8203-63dff7413ca6,Alex Dixon,East,Corporate,Office Supplies,Paper,Young Figure,5,1702.87,0.06,459.31,No,2022-11-06
6517fa49-9616-48bd-9f05-20eabb1028c5,2023-02-11,39d157b8-aa5b-43f3-ab27-f99006d4d9b4,Scott Ellis,South,Consumer,Office Supplies,Paper,Mouth Pass,6,902.03,0.04,257.04,No,2024-08-16
a873e603-0d2e-4152-b483-c114c3c39143,2023-08-05,36f380ae-5a07-48a8-a326-6a32f580146d,Suzanne Manning,South,Consumer,Technology,Copiers,Far Use,6,1643.42,0.06,281.06,Yes,2023-09-07
fdced742-7775-4e74-822a-72ca9e7274b3,2024-10-21,0c4d21e2-bc36-492e-b810-7f2d66e6093a,Peggy Martin,West,Consumer,Office Supplies,Paper,Age Suggest,7,594.05,0.1,56.61,Yes,2024-02-11
cff34e5d-2039-4c35-8813-2a8c3d671fcf,2025-04-06,c3f5da87-df00-4e87-beed-560e5e1ff8c0,Sally Weaver,East,Consumer,Furniture,Chairs,Himself Close,9,791.59,0.26,105.83,Yes,2024-01-26
f975c4a2-3174-4e15-abf0-e239dea51fd1,2025-04-01,13bde9d0-d420-4f0d-a54a-8424dac7482c,Robert Johnson,West,Consumer,Technology,Phones,Exist Hard,2,1804.69,0.09,208.88,No,2025-03-04
6521bf5e-eed9-4265-9d03-caf95d90ed47,2023-05-03,4c1cba97-bc6c-4d62-a877-7987eeef5616,Margaret Holden,West,Consumer,Furniture,Chairs,Candidate Bank,6,1123.03,0.02,245.14,Yes,2025-06-22
0230199e-5bd5-447b-9896-8b95ce6b8a48,2025-01-13,865fc407-988c-44fa-b2ce-0e692fed885a,Tracy Mcgee,East,Corporate,Office Supplies,Binders,Loss Paper,4,172.01,0.05,41.98,Yes,2024-07-08
a02f0ac4-820d-4578-ad2f-258179d2ebaf,2023-03-19,c6efeabf-0073-40ed-bcd4-dcbb7e61a439,Steven Peters,South,Consumer,Furniture,Tables,Notice Window,6,179.64,0.08,24.34,Yes,2025-03-02
0f148d3a-7390-43f8-8519-8d163397a73e,2024-02-04,5cb8b8af-f0eb-432c-8d8e-05cfc309c26a,Sarah Mitchell,North,Home Office,Office Supplies,Paper,Choose Might,10,946.97,0.26,203.54,Yes,2022-08-08
c1f98b4c-7095-49b5-9931-74b83771764a,2024-05-15,6b17771a-dfde-497d-8386-dc80c6836875,Lisa Richardson,East,Consumer,Office Supplies,Paper,President Pay,8,1790.6,0.09,281.78,Yes,2025-04-22
0368e26f-6d97-496f-9783-400d648af274,2023-06-27,19fd0421-0953-4863-82e7-780209f756f4,Lydia Moore,South,Home Office,Furniture,Furnishings,Morning Blood,3,1160.38,0.07,279.69,Yes,2024-09-09
668d8375-a17a-4f33-943a-342f457175ce,2023-04-22,76925e44-7cfe-4e72-8f47-577f89221a1f,Frederick Romero,South,Consumer,Office Supplies,Binders,Focus Personal,9,837.07,0.29,169.92,No,2023-08-16
b99da60f-20ff-4f1b-aae6-dac340c81e81,2022-12-18,8c9185fa-3961-47df-ab11-810d39c40c06,Amanda Martinez,East,Corporate,Office Supplies,Storage,Condition Practice,1,132.44,0.03,28.07,No,2022-11-03
52829203-8089-4ac5-a7b1-2d45a043535a,2023-02-01,37d197be-5656-4f2f-94bc-6efa3e64d51c,Cathy Green,West,Corporate,Technology,Phones,Yes Day,9,1074.83,0.3,118.3,No,2023-07-14
c8574f8f-532f-497b-9b76-21daf8b9d740,2024-05-31,9a5a7024-107d-49a9-bfe3-8e061dafc920,Jessica Turner,East,Home Office,Technology,Machines,Vote Night,10,1281.16,0.14,113.31,No,2023-12-16
e7145637-f05b-41f2-9f1f-167ffdfc5873,2022-11-06,4d875b38-56a7-4071-92ce-a38038ab0188,Amber Bishop,South,Corporate,Technology,Phones,Plan Develop,3,1018.19,0.02,94.6,Yes,2024-05-22
7a987906-0353-4f2e-bf74-3844e089d18a,2022-10-25,ca73ea47-68ee-4fbc-9e3d-263a3162ab62,Penny Schneider,East,Corporate,Furniture,Bookcases,Popular Book,9,498.03,0.14,69.06,No,2024-11-18
282beaef-b002-49ed-8f90-8bab223a5cc1,2025-02-07,5ff2a25a-f900-46e2-8dbb-4e078ef70099,Robert Garcia,South,Consumer,Furniture,Furnishings,Act Fast,10,382.78,0.28,62.88,No,2025-05-28
f32a9605-d515-489f-a26d-3539670c0978,2024-10-07,61f1046b-9a04-428d-8089-85b3213ba4ca,Paula Howard,West,Corporate,Office Supplies,Paper,Establish Process,9,970.12,0.27,163.55,No,2023-04-17
9c5ca80e-20a0-4fda-b96f-40d21b97f9d1,2023-10-27,db625618-f62d-46d6-8907-50ceaa388b67,Sydney Turner,East,Home Office,Furniture,Furnishings,Push Explain,7,226.69,0.03,22.97,Yes,2024-01-26
695b71b1-42d9-47d5-b86e-be02d27b9ce4,2023-11-19,5c746454-4159-4da2-ad2e-b56ca2b9a124,Daniel Melton,East,Corporate,Technology,Machines,Under Evidence,6,1457.74,0.07,193.1,Yes,2023-11-23
648ff942-8bf5-4030-90bb-37db19b50c7d,2024-06-07,60d3748c-02e6-4763-a412-5f6bb1681fd7,Ronald Turner,West,Corporate,Technology,Machines,Box Third,1,1452.5,0.01,427.58,No,2023-05-25
9a2175b5-408e-4c73-b64b-414ef8785acb,2023-02-22,492234a4-12a2-47a1-a830-5cd2c90b8ffc,Stacey Fisher,South,Corporate,Furniture,Bookcases,Join Number,5,1842.25,0.12,435.37,Yes,2023-09-25
0b985009-ca9e-4ec9-8177-b78912693133,2025-01-24,14367c5e-5b6b-4d6f-bf42-b846fc5a8790,Curtis Sanchez,South,Consumer,Furniture,Bookcases,Continue Require,9,1506.51,0.14,382.88,No,2023-12-13
c1a33057-e487-4e7b-a2b8-c61fd64c0442,2024-11-02,957af6bc-2f71-41e7-a1eb-839c43587006,Rebecca Mendez,South,Consumer,Technology,Accessories,These Cover,4,791.23,0.29,83.46,No,2025-07-21
b86944a8-40f0-42fd-8a06-11f8cd6bae9f,2024-06-30,bd569949-6010-4665-8dc2-a14afabe65fa,Nathaniel Richardson,West,Consumer,Technology,Machines,View Career,7,36.47,0.12,1.86,No,2024-03-12
7415967d-ed38-4296-897b-5d81ce893d1c,2024-07-23,ee6c8927-0ee2-431b-86f8-296e1224fe57,Sara Graham,East,Home Office,Technology,Accessories,Just Magazine,8,1883.09,0.07,332.52,No,2023-09-10
8792df4f-88e4-4101-8da5-e7ac34cb6655,2023-04-05,9b38f6dd-cbbd-4511-add3-9dee2254802a,Nicole Bailey,North,Home Office,Office Supplies,Binders,Wrong Continue,3,812.22,0.07,93.11,Yes,2024-08-26
89e37ce0-a729-4776-8a22-a61f92ea1502,2022-08-26,47f7ac3f-1819-48c7-9033-fe7eba45aefc,Melissa Romero,West,Consumer,Office Supplies,Paper,Firm Response,8,1199.73,0.23,232.86,No,2023-03-07
a21188c2-920c-4170-980d-7e208290a789,2025-04-25,e9bdeef6-3760-422c-946d-c817588dd7d9,Ashley Ball,South,Corporate,Technology,Copiers,Pull Government,4,546.78,0.26,71.99,No,2025-03-31
4c305c00-3a4a-492b-a55d-6b71a8244be3,2025-03-26,b1c995b7-84c4-4fe9-8e53-f9539f20d240,Donald Allen,West,Home Office,Technology,Copiers,Million Woman,8,1757.07,0.03,217.67,Yes,2025-02-15
43e9bd3c-6d42-4479-a429-c48f9cd30aee,2025-06-02,4b0b3ec6-4513-4855-ac48-8831e0cf4a57,Adam Garcia,West,Corporate,Office Supplies,Binders,Degree Deep,7,1498.46,0.24,197.36,No,2024-10-04
a2cb4215-991f-4657-9d7b-ef0e2a634ba1,2024-12-17,26adebff-3564-4233-b51a-86116fb77958,Jennifer Ray,East,Consumer,Technology,Copiers,Develop Be,5,413.66,0.21,51.76,Yes,2025-04-11
4886bc58-ae52-4256-b11b-5f4232972683,2023-02-15,a40e4105-b8cd-4d0b-85e2-50af3f65bc44,Justin Rodriguez,South,Corporate,Office Supplies,Storage,Area Pm,2,1215.1,0.17,224.95,No,2023-02-25
fef81b1b-a212-4bc0-8fc1-25f07487f2ce,2024-05-08,f86e2298-554a-4bb0-b91c-258b989e39a7,Jennifer Rivera,West,Home Office,Office Supplies,Storage,Provide Know,1,1213.67,0.01,157.48,Yes,2024-09-24
da991cf3-ae70-4b79-b945-14510eb7af77,2025-07-14,5e94d021-9f6d-4826-8a46-f503e1ce2f61,Brianna Davis,East,Home Office,Technology,Phones,Technology Soon,9,1531.32,0.1,205.77,Yes,2025-07-02
762e60b3-df6e-46f3-a307-e317bc38b55a,2024-01-31,9f1f9bee-ccae-4f54-8fe4-ad3a154f29eb,Jason Hart,North,Consumer,Office Supplies,Paper,Stand Team,6,1804.69,0.12,168.31,No,2025-01-27
94f8955d-f5ae-4cca-bcef-89a6381664a2,2024-04-23,df8203ca-5aeb-4630-b268-62be30527b43,Cassidy Walker,South,Consumer,Office Supplies,Storage,Ok Main,9,1117.55,0.22,164.79,Yes,2023-11-18
e52bbbc2-249f-4f3d-bd19-c2c6cd65cfec,2024-01-22,f4618e26-c2bb-47d0-bd14-2bc3e7c71ec0,Catherine Bailey,South,Corporate,Office Supplies,Binders,Create Should,1,1978.9,0.14,168.84,No,2023-11-19
d282b09a-bb78-42a2-97ab-660c938ef60b,2022-11-05,143df314-5a17-4699-a072-46d876e74fbd,Kimberly Phillips,East,Home Office,Technology,Accessories,Girl Month,1,701.76,0.13,138.57,No,2024-05-22
21cd8828-8b03-4175-8b2c-de9a2ee2d421,2024-03-27,9f19d762-0705-4e21-9cc7-3ad829ab4f45,Amanda Kirby,East,Consumer,Office Supplies,Binders,Available Keep,5,1487.99,0.22,79.29,No,2024-08-15
ac6fd309-7ebd-475e-84f3-740ae8253c56,2023-08-04,671aba49-e470-4e37-b0cb-0300e117ce29,Matthew Nelson,South,Consumer,Office Supplies,Labels,Indeed Possible,9,285.3,0.11,29.81,No,2024-07-17
ebc80a5a-339f-4918-b3e1-b7e4dd6ee16a,2024-08-21,1bc5bbd0-e635-42cf-a874-d9df6a059f84,Chloe Ruiz,North,Home Office,Technology,Phones,Watch Quality,3,107.24,0.25,21.66,Yes,2022-09-29
3e9a850a-2591-48b4-83ea-60eead513a44,2023-07-04,5c4427ed-3f4b-4226-9946-98dc340e6349,Mrs. Samantha Payne,South,Corporate,Office Supplies,Paper,Increase What,6,1506.3,0.14,108.93,No,2024-01-19
d35b2c90-047b-4c97-b693-967c1ce94145,2025-01-27,5b4da3cb-98cb-4a18-972f-703e37433262,Tommy Boyd,South,Consumer,Technology,Phones,Age Trade,8,1202.3,0.26,212.4,No,2022-11-01
dca4edf5-c7c9-4316-a76d-3ac5f7bd80d4,2023-10-18,e577d5fe-d1e8-472b-851e-5188f95a2654,Vanessa Holmes,South,Consumer,Technology,Phones,Church Respond,3,1814.22,0.22,192.08,No,2023-03-12
5fbc0fe2-8411-47fe-8897-d121e7938ac7,2023-11-17,d385e35e-0cba-44f6-bd4b-c8d6f4fe1841,Amy Thomas,West,Corporate,Furniture,Tables,Central Above,6,604.44,0.06,112.56,No,2025-05-29
2fa684eb-6247-4327-9d6a-d6d927cbff5d,2023-08-19,05dfad28-2273-45f2-bd6f-a0d897ed1e57,Christopher Lin,North,Consumer,Furniture,Bookcases,How Audience,1,580.43,0.08,50.57,No,2024-09-22
5aa6851c-29fb-4b61-8ce9-9bc3fff99a63,2022-08-22,b2c28974-d44c-419e-b924-572f02953b8f,Alexis Cochran,West,Corporate,Office Supplies,Paper,Speech Entire,5,1986.07,0.07,419.88,Yes,2024-01-22
eee61d51-de3f-40bc-940e-72752bbaa9d8,2022-10-28,4605d8b4-d915-43d8-889e-9da77ecee27a,Erica Rivera,West,Consumer,Furniture,Bookcases,Believe Agency,7,1641.02,0.0,258.78,Yes,2023-10-30
dc63e89e-4ac4-43ff-8e78-df8289a2f358,2024-01-22,7f0fd4d4-fc5a-4b1b-91ba-9e8445e19851,Douglas Alexander,East,Corporate,Office Supplies,Storage,Fill Tough,5,512.66,0.11,123.34,Yes,2023-02-11
